Evo_Bichat_3_030_T0	Evo_Bichat_1_019_T0	Evo_Bichat_2_006_T1	Evo_Bichat_1_025_T1	Evo_Bichat_3_015_T0	Evo_Utrecht_cin_209_A	Evo_Bichat_2_006_T0	Evo_Utrecht_cin_169_B	Evo_Bichat_1_022_T1	Evo_Utrecht_cin_163_B	Evo_Bichat_1_011_bis_T1	Evo_Utrecht_cin_164_A	Evo_Bichat_3_030_T1	Evo_Utrecht_cin_319_C	Evo_Bichat_3_029_T1	Evo_Bichat_3_032_T1	Evo_Bichat_3_008_T1	Evo_Bichat_3_031_T1	Evo_Utrecht_cin_309_A	Evo_Bichat_1_014_T0	Evo_Utrecht_cin_163_C	Evo_Utrecht_XZ_025	Evo_Utrecht_cin_108_B	Evo_Utrecht_cin_164_D	Evo_Bichat_3_016_T1	Evo_Bichat_3_034_T1	Evo_Utrecht_cin_108_D	Evo_Bichat_1_022_T2	Evo_Utrecht_cin_180_B	Evo_Bichat_3_028_T1	Evo_Utrecht_cin_120_F	Evo_Utrecht_XZ_004	Evo_Utrecht_cin_233_B	Evo_Bichat_3_024_T0	Evo_Madrid_EFQ_2	Evo_Utrecht_cin_305_A	Evo_Bichat_3_011_T0	Evo_Madrid_EFQ_25	Evo_Bichat_3_012_T0	Evo_Madrid_EFQ_10	Evo_Bichat_3_031_T0	Evo_Bichat_3_015_T1	Evo_Bichat_3_009_T1	Evo_Utrecht_cin_291_A	Evo_Bichat_3_032_T0	Evo_Utrecht_cin_306_A	Evo_Bichat_3_036_T0	Evo_Bichat_3_028_T0	Evo_Bichat_3_026_T1	Evo_Bichat_1_003_T1	Evo_Utrecht_cin_228_D	Evo_Bichat_3_036_T1	Evo_Utrecht_cin_108_A	Evo_Madrid_EFQ_15	Evo_Bichat_3_012_T1	Evo_Bichat_3_016_T0	Evo_Utrecht_cin_228_C	Evo_Madrid_EFQ_31	Evo_Bichat_1_014_T2	Evo_Bichat_1_012_T0	Evo_Bichat_3_021_T0	Evo_Bichat_3_034_T0	Evo_Madrid_EFQ_6	Evo_Bichat_1_016_T2	Evo_Bichat_1_003_T2	Evo_Utrecht_cin_180_A	Evo_Utrecht_XZ_028	Evo_Bichat_3_007_T1	Evo_Madrid_EFQ_3	Evo_Bichat_1_024_T1	Evo_Utrecht_XZ_033	Evo_Utrecht_cin_236_B	Evo_Bichat_3_024_T1	Evo_Utrecht_cin_197_A	Evo_Utrecht_cin_325_B	Evo_Utrecht_cin_169_C	Evo_Utrecht_XZ_030	Evo_Bichat_1_019_T2	Evo_Bichat_3_013_T0	Evo_Utrecht_cin_213_A	Evo_Utrecht_cin_108_C	Evo_Bichat_1_010_T2	Evo_Utrecht_XZ_034	Evo_Bichat_1_025_T0	Evo_Utrecht_cin_210_C	Evo_Utrecht_cin_319_B	Evo_Utrecht_XZ_032	Evo_Utrecht_cin_120_A	Evo_Bichat_3_025_T1	Evo_Bichat_3_008_T0	Evo_Bichat_1_026_T1	Evo_Bichat_3_007_T0	Evo_Utrecht_cin_236_A	Evo_Bichat_2_007_T1	Evo_Madrid_EFQ_7	Evo_Madrid_EFQ_34	Evo_Madrid_EFQ_5	Evo_Utrecht_XZ_001	Evo_Bichat_3_026_T0	Evo_Bichat_1_001_T1	Evo_Madrid_EFQ_11	Evo_Utrecht_XZ_036	Evo_Utrecht_cin_306_B	Evo_Bichat_1_012_T1	Evo_Bichat_3_021_T1	Evo_Bichat_1_011_bis_T2	Evo_Madrid_EFQ_27	Evo_Utrecht_cin_197_C	Evo_Madrid_EFQ_35	Evo_Madrid_EFQ_29	Evo_Bichat_2_007_T0	Evo_Bichat_3_009_T0	Evo_Utrecht_cin_108_E	Evo_Bichat_3_014_T0	Evo_Bichat_1_016_T0	Evo_Madrid_EFQ_26	Evo_Utrecht_XZ_014	Evo_Madrid_EFQ_36	Evo_Bichat_1_024_T2	Evo_Bichat_3_013_T1	Evo_Bich_3_007_T0	Evo_Bichat_1_016_T1	Evo_Utrecht_cin_213_C	Evo_Bichat_1_010_T0	Evo_Utrecht_cin_105_C_3	Evo_Utrecht_cin_164_B	Evo_Utrecht_XZ_016	Evo_Bichat_3_025_T0	Evo_Bichat_1_024_T0	Evo_Bichat_1_003_T0	Evo_Madrid_EFQ_9	Evo_Utrecht_XZ_017	Evo_Bichat_1_022_T0	Evo_Madrid_EFQ_33	Evo_Utrecht_cin_228_A	Evo_Bichat_3_011_T1	Evo_Madrid_EFQ_8	Evo_Madrid_EFQ_32	Evo_Madrid_EFQ_24	Evo_Utrecht_cin_120_G	Evo_Utrecht_cin_169_A	Evo_Utrecht_XZ_005	Evo_Utrecht_cin_210_A	Evo_Bichat_3_017_T1	Evo_Madrid_EFQ_30	Evo_Madrid_EFQ_17	Evo_Utrecht_XZ_015	Evo_Bichat_1_001_T0	Evo_Utrecht_cin_105_B_1	Evo_Madrid_EFQ_19	Evo_Madrid_EFQ_16	Evo_Utrecht_cin_233_A	Evo_Madrid_EFQ_13	Evo_Utrecht_cin_105_A_4	Evo_Madrid_EFQ_4	Evo_Utrecht_XZ_018	Evo_Utrecht_cin_165_C	Evo_Madrid_EFQ_28	Evo_Madrid_EFQ_1	Evo_Utrecht_cin_165_A	Evo_Madrid_EFQ_12	Evo_Utrecht_cin_105_D	Evo_Utrecht_cin_342_B	Evo_Utrecht_XZ_035	Evo_Utrecht_XZ_024	Evo_Madrid_EFQ_23	Evo_Utrecht_XZ_026	Evo_Utrecht_XZ_027	Evo_Utrecht_XZ_031	Evo_Utrecht_cin_165_D	Evo_Utrecht_XZ_029	Evo_Utrecht_cin_120_E	Evo_Utrecht_cin_228_B	Evo_Utrecht_cin_120_H	Evo_Utrecht_XZ_007	Evo_Utrecht_XZ_022	Evo_Bichat_1_010_T1	Evo_Bichat_1_026_T0	Evo_Utrecht_XZ_023	Evo_Utrecht_XZ_002	Evo_Bichat_1_025_T2	Evo_Utrecht_XZ_009	Evo_Utrecht_XZ_003	Evo_Utrecht_XZ_008	Evo_Utrecht_XZ_011	Evo_Utrecht_XZ_006	Evo_Utrecht_XZ_012	Evo_Utrecht_XZ_013	Evo_Utrecht_XZ_019	Evo_Utrecht_XZ_020	Evo_Utrecht_XZ_021
MC3.MG10.AS1.GP1.C10207.G2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	90	0	0	2	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	98	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
MC3.MG10.AS1.GP1.C10827.G4	0	200	147	5	1	0	5	0	1	0	0	0	2	0	5	66	1	672	0	37	0	0	0	0	3	1	0	1091	0	16	0	0	0	0	1	0	1	0	662	3	4	3	4	0	1	0	0	2	0	0	0	0	0	3	167	1	0	0	14	501	2	0	11	17	2	0	0	0	3	3	0	0	2	0	0	122	0	1346	1	0	0	3	0	0	0	0	0	0	2	6	0	844	0	1	6	0	4	0	2	1275	62	0	0	1486	1	13	0	0	0	0	3	0	0	2	120	0	0	53	344	0	0	48	0	6	0	0	0	1	4	11	15	0	5	0	0	17	1106	0	0	0	50	0	0	8	0	33	0	445	0	0	3	0	1	0	3	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	4	2	2	0	0	0	0	0	0	0	0	0	0	1	0
MC3.MG10.AS1.GP1.C11468.G19	4	0	0	982	20	35	0	0	15	0	0	1	1	0	0	0	0	0	1	213	0	0	0	0	141	3	0	0	0	0	0	9	0	0	1	0	0	0	3	0	5	7	0	0	0	0	16	0	0	3	0	23	0	0	0	2	0	0	3	150	0	2	0	1	0	0	1	3	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	2	0	0	618	1	2	0	2	0	0	0	347	94	0	0	72	0	1	0	0	0	0	0	1	0	0	31	0	0	0	0	0	0	10	0	0	0	0	0	0	0	88	0	0	22	0	0	0	1	60	0	0	3	0	0	3	1	2	0	77	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MC3.MG10.AS1.GP1.C12641.G3	23	0	870	104	400	0	1	0	0	0	0	13	2	0	3	9	13	0	0	3	0	0	1	0	6	4	0	26	0	1	0	174	0	3	93	0	79	1	78	0	2	44	92	0	26	0	22	0	2	7	0	6	6	0	55	42	0	0	0	0	3	0	2	23	17	1	0	3	0	0	0	0	28	6	0	0	0	12	0	0	3	0	0	17	0	0	0	0	12	0	0	10	0	0	43	0	0	76	45	1	14	0	0	0	10	3	155	0	37	1	0	11	0	0	1	4	0	14	0	0	0	0	0	29	0	0	2	1	0	0	1	0	0	33	0	15	0	0	2	0	2	0	1	27	0	58	1	1	0	0	1	0	0	0	1	0	0	0	1	4	1	0	0	0	0	0	0	0	0	198	0	0	0	0	1	0	38	0	0	28	1	1	86	0	0	0	1	0	0	0	0
MC3.MG10.AS1.GP1.C13403.G15	15	151	12	605	30	132	819	0	86	1623	1	5	22	1	3	24	171	125	1	359	886	0	6600	1	143	165	13	0	66	20	1	21	15	11	93	1	37	8	778	2	12	12	387	0	276	0	113	1068	2	2	23	118	67	136	359	39	0	143	469	251	172	171	9	349	29	203	37	278	94	11	0	12	342	248	374	202	0	1400	3	92	9216	8	0	8	2	62	0	66	196	45	0	6299	114	39	112	9	79	217	617	185	164	0	0	931	305	135	59	28	2	277	29	63	1255	9	1581	11	5	87	4	0	0	579	238	58	93	11	0	83	2	75	3	0	128	100	50	215	1	88	4	0	17	9	64	725	169	260	0	39	31	2	3	43	196	11	0	0	0	3	2	112	21	147	2	0	214	344	3	242	0	96	0	10	81	646	3	156	51	0	1830	461	5	0	75	16	0	41	0	0	0	1	5
MC3.MG10.AS1.GP1.C2276.G2	1	0	50	0	1	144	0	0	30	2	0	0	0	1	0	0	1	0	0	21	0	0	0	0	92	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	3	0	204	1	45	0	0	0	53	40	0	44	0	6	2	0	12	16	0	0	52	202	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	97	1	3	103	0	2	0	0	0	1170	0	2	1	0	0	1	0	0	0	0	87	0	4	0	0	0	0	86	0	0	0	0	0	3	0	16	0	0	27	20	1	0	0	0	96	0	0	0	305	355	285	0	2	0	0	2	0	1	0	0	0	0	0	0	22	0	9	0	0	0	0	1	0	0	0	2	1	0	23	0	4	0	0	0	0	363	0	0	181	0	0	1	0	0	0	0	0
MC3.MG10.AS1.GP1.C3541.G8	10	0	0	1	0	0	0	0	1	0	0	4	1	0	0	0	10	0	0	7	0	0	0	0	0	1	0	0	1	50	0	18	0	1	0	0	5	0	16	0	0	0	0	0	12	0	2	1	0	0	0	0	5	1	7	105	0	1	0	1	1	1	0	40	0	12	0	5	1	0	0	0	2	16	0	0	0	0	0	0	0	0	0	1	0	35	1	0	3	1	0	5	31	2	4	0	2	22	1	1	0	0	0	5	1	0	3	0	12	0	2	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	8	38	9	0	303	2	0	0	0	0	4	1	2	0	0	0	0	0	2	32	0	0	0	1	0	0	0	1	7	0	0	0	0	0	14	0	0	0	0	0	385	0	0	0	0	0	3	11	1	70	0	0	0	0	0	0	0	0
MC3.MG10.AS1.GP1.C5907.G1	14	0	573	68	258	1	6	0	0	0	0	9	2	0	3	5	8	0	0	1	0	0	0	0	5	4	0	20	0	0	0	70	0	1	69	0	59	1	70	1	0	33	55	0	18	0	24	0	2	3	1	0	0	0	38	21	0	0	0	0	8	0	1	13	13	4	0	2	2	0	0	0	30	6	0	0	0	0	3	0	2	0	0	7	1	0	0	0	6	0	0	2	2	0	28	0	0	45	44	0	13	0	0	1	13	0	172	0	23	0	0	0	0	0	1	15	1	17	2	0	0	1	0	15	0	0	0	2	0	0	0	0	0	42	0	10	0	0	5	0	2	0	2	16	1	28	0	1	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	129	0	1	0	0	0	0	45	1	0	18	0	0	81	0	0	0	0	0	0	0	0
MC3.MG10.AS1.GP1.C6587.G3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	61	0	1	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	11	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	25	0	0	154	0	0	1	0	0	2	0	3	0	0	0	0	0	1	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	184	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0
MC3.MG10.AS1.GP1.C8164.G1	124	113	1164	2166	1566	595	1682	2	61	1286	0	80	199	5	4	34	255	323	1	991	911	2	2	19	154	94	71	856	15	13	1191	362	159	67	82	5	647	0	291	3	55	790	616	0	414	2	319	350	10	14	218	130	210	81	62	196	12	5	95	273	218	73	340	246	60	2322	1785	1098	186	31	0	261	587	200	0	3	1	1489	863	13	15	6	0	245	5	245	1	255	863	109	0	814	340	124	361	133	605	130	232	149	39	0	0	633	431	308	199	0	9	1	92	13	3375	1000	276	51	5	1358	239	0	0	168	1713	234	64	7	1	619	1135	327	211	0	115	1238	165	969	842	312	182	399	2699	2	418	232	261	190	2	137	435	11	0	132	150	31	491	0	0	13	21	67	24	91	148	0	0	1	4	420	0	98	3	54	25	412	28	0	440	1	1	570	213	0	1454	215	0	14	1	0	0	1	0
MC3.MG10.AS1.GP1.C8885.G4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	61	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	59	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
MC3.MG10.AS1.GP1.C9047.G2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	123	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C12545.G3	0	0	0	0	0	24	1	0	10	0	0	16	0	0	0	0	0	0	0	5	0	0	0	0	96	0	0	1	1	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	36	0	0	0	0	0	17	12	0	0	19	2	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	0	0	0	18	0	0	78	0	0	7	0	3	0	1	0	0	0	0	4	3	91	0	0	0	0	0	5	0	0	56	0	0	0	2	0	0	12	0	5	0	0	0	22	1	0	0	0	15	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C12604.G3	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	84	0	0	0	2	1	0	2	0	0	15	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	7	5	0	0	28	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	5	0	0	103	0	0	3	0	7	0	1	0	0	0	0	2	6	80	0	0	0	0	0	9	0	0	38	0	0	0	0	0	0	13	0	3	0	0	0	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C14119.G3	0	0	0	0	0	8	0	0	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	9	8	0	0	14	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	6	0	0	36	0	0	1	0	4	0	1	2	0	0	0	3	1	62	0	0	0	0	0	1	0	0	27	0	0	0	0	0	0	2	0	5	0	0	0	7	0	0	0	0	7	1	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C14281.G2	0	0	0	18	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	40	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	10	0	0	0	0	9	2	0	0	0	0	2	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	1	0	0	137	0	0	0	0	0	0	19	0	1	0	0	0	9	0	1	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C15784.G4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C16505.G1	0	0	0	0	0	16	0	0	4	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	53	0	0	0	0	0	0	4	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1	0	0	4	5	0	0	14	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	10	0	0	69	0	0	1	0	4	0	0	0	0	0	0	2	2	52	0	0	0	0	0	2	0	0	46	0	0	0	2	0	0	6	0	2	0	0	0	12	0	0	0	0	10	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C16564.G8	0	0	3	1	0	0	8	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	10	0	0	0	10	0	1	0	0	0	39	11	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	12	0	0	0	0	0	0	0	11	0	0	1	0	1	0	0	1	0	0	0	0	0	3	13	0	0	0	0	1	0	0	23	3	0	8	14	0	0	71	0	0	0	0	0	1	0	0	1	0	0	0	1	245	26	0	2	0	0	0	0	0	0	78	0	0	0	111	128	0	32	1	2	0	0	0	0	0	0	1	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C18435.G3	0	0	0	0	0	15	2	0	13	0	0	9	0	0	0	1	0	1	0	3	0	0	0	0	50	0	0	0	1	1	0	3	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	12	9	1	0	20	1	0	1	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	2	0	0	15	0	0	103	0	0	5	0	2	1	0	1	0	0	0	3	0	65	0	0	0	0	0	6	0	0	32	0	0	0	1	0	0	9	0	1	0	0	0	15	0	0	0	0	12	2	0	18	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C18904.G5	0	0	0	0	0	3	0	0	4	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	1	0	0	4	2	0	0	12	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	2	0	0	22	0	0	2	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C18998.G4	0	0	0	0	0	23	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	5	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	15	9	3	1	49	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	4	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	3	103	0	0	0	0	0	6	0	0	58	0	0	0	0	0	0	15	0	1	0	0	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C19180.G7	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	5	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	109	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C198.G10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C19963.G2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MC3.MG100.AS1.GP1.C22603.G2	0	0	1	0	1	22	0	0	9	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	50	0	0	0	1	1	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	10	9	0	0	12	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	16	0	0	71	0	0	2	0	4	0	0	0	0	0	0	0	0	40	0	0	0	1	0	6	0	0	33	0	0	0	0	0	0	9	0	1	0	0	0	6	1	0	0	0	10	0	0	9	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0
